Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Haryana,Sugarcane,26.28,937.62,300.59,3172.04,18.46,76.13,6.24,7.47,Sugarcane,146.93,9.26,1,75.04,6.04,1,1,2019
Karnataka,Wheat,31.7,486.17,179.29,5275.82,19.65,45.94,3.22,4.29,Soybean,106.52,7.4,1,81.29,6.84,1,1,2019
Bihar,Maize,34.21,648.28,280.25,2449.89,11.14,76.03,3.27,11.7,Wheat,261.68,3.7,0,97.68,16.86,0,0,2019
Uttar Pradesh,Sugarcane,37.95,1231.79,365.56,3657.71,23.82,42.35,5.29,8.86,Maize,127.14,1.85,1,87.25,3.84,0,1,2019
Maharashtra,Maize,33.14,509.51,449.98,5170.7,15.77,49.3,5.75,0.68,Rice,297.97,4.63,0,85.82,1.87,1,1,2019
Haryana,Wheat,35.67,358.0,175.22,2340.81,34.9,57.93,7.44,6.39,Soybean,59.65,1.85,1,88.46,6.2,1,0,2019
Odisha,Soybean,23.5,355.6,423.18,2020.36,19.42,86.59,3.52,16.21,Wheat,82.07,3.7,1,96.72,13.46,1,1,2019
Rajasthan,Rice,29.6,1327.38,441.11,5547.9,19.59,85.9,7.11,13.79,Maize,106.16,1.85,1,69.94,11.3,0,1,2019
Maharashtra,Soybean,20.44,843.75,434.44,3082.82,21.99,42.41,4.05,14.5,Wheat,252.78,4.63,1,84.53,7.5,0,1,2019
Haryana,Sugarcane,25.25,735.05,329.78,4637.03,32.53,51.49,4.97,13.96,Sugarcane,269.63,8.33,1,76.02,17.41,1,0,2019
Haryana,Rice,34.97,1182.57,327.7,1635.09,29.05,38.96,4.58,6.22,Soybean,67.86,3.7,0,60.47,13.27,0,1,2019
West Bengal,Sugarcane,40.35,1210.38,243.29,4665.19,18.55,60.6,5.0,1.99,Rice,58.12,7.4,0,65.01,1.12,1,0,2019
Punjab,Wheat,22.26,648.97,373.35,2960.52,26.58,57.63,3.75,5.45,Maize,236.14,1.85,0,73.0,13.44,0,0,2019
Madhya Pradesh,Rice,28.39,1051.86,291.0,1773.64,22.6,84.05,5.52,16.64,Wheat,83.34,4.63,1,82.6,0.43,0,1,2019
Karnataka,Sugarcane,36.46,1138.26,345.43,4299.43,19.79,85.8,7.01,19.61,Soybean,83.25,6.48,0,95.26,11.74,1,1,2019
Gujarat,Wheat,24.39,1008.42,252.7,2617.27,10.78,53.01,5.21,9.88,Wheat,55.59,5.55,0,91.64,3.8,1,0,2019
Gujarat,Soybean,31.5,447.66,365.57,3282.84,18.93,59.5,5.45,0.19,Soybean,62.45,4.63,1,82.13,12.57,0,1,2019
Rajasthan,Wheat,35.1,1255.03,400.2,1886.87,12.38,83.77,7.24,2.8,Sugarcane,115.92,0.93,1,62.95,5.59,1,1,2019
Telangana,Maize,32.73,879.61,147.66,2190.4,32.47,78.4,6.53,6.44,Wheat,66.25,5.55,1,71.44,15.76,0,0,2019
Tamil Nadu,Wheat,24.06,593.55,403.35,2877.9,15.07,30.22,5.45,11.57,Sugarcane,142.22,6.48,0,74.67,6.08,1,1,2019
Telangana,Wheat,27.45,752.68,294.35,1928.71,33.59,49.2,4.29,1.5,Maize,258.19,0.0,0,84.87,11.18,1,1,2019
Odisha,Maize,36.13,320.56,407.72,5671.64,21.01,55.31,7.42,18.87,Sugarcane,131.58,7.4,1,62.6,5.16,0,0,2019
Punjab,Sugarcane,31.48,421.21,253.76,1547.1,23.96,43.78,5.89,7.3,Soybean,231.96,2.78,0,81.21,16.55,0,1,2019
Bihar,Sugarcane,20.36,1132.04,234.29,3725.26,21.3,41.97,4.11,18.25,Maize,73.48,6.48,0,96.06,14.1,0,0,2019
Tamil Nadu,Wheat,35.67,278.69,433.94,2081.37,8.89,32.27,4.35,15.61,Wheat,214.84,8.33,1,88.22,4.39,1,0,2019
Tamil Nadu,Maize,20.97,743.03,186.67,2922.12,16.29,68.6,7.02,15.11,Wheat,129.19,5.55,0,91.88,17.12,1,1,2019
Karnataka,Maize,35.36,861.13,407.55,5741.08,7.98,45.75,3.22,12.13,Soybean,237.44,8.33,1,87.27,6.45,0,0,2019
Odisha,Soybean,24.36,339.58,273.39,2256.64,23.71,33.14,7.96,12.54,Rice,84.06,5.55,0,68.26,11.77,1,1,2019
Telangana,Sugarcane,39.66,1363.38,284.59,5922.39,18.42,43.86,3.65,12.76,Rice,274.47,0.93,1,64.42,13.41,0,1,2019
Maharashtra,Rice,27.71,530.74,208.01,2457.67,28.36,78.11,6.98,12.57,Wheat,110.64,0.0,0,93.18,0.41,0,0,2019
Rajasthan,Sugarcane,26.88,617.77,306.55,4900.04,11.62,81.09,4.97,11.07,Soybean,138.28,2.78,0,87.82,17.31,0,0,2019
Bihar,Sugarcane,23.27,617.49,214.24,4011.62,9.94,58.98,5.46,19.73,Rice,287.55,0.93,1,83.0,6.22,0,0,2019
Gujarat,Soybean,26.45,535.53,107.74,5551.53,17.2,54.96,7.4,14.65,Sugarcane,194.62,6.48,1,67.57,3.43,0,0,2019
Uttar Pradesh,Rice,38.01,280.32,194.42,4044.97,32.82,88.67,5.06,15.54,Wheat,141.44,8.33,1,84.13,15.35,1,0,2019
Tamil Nadu,Soybean,40.44,1091.69,95.49,3956.38,26.33,42.03,5.69,17.45,Sugarcane,287.4,5.55,1,61.25,12.69,1,0,2019
West Bengal,Rice,27.72,1356.43,457.51,2410.55,17.58,42.92,3.25,4.31,Soybean,132.27,6.48,0,64.75,1.57,0,1,2019
Telangana,Wheat,29.34,528.7,452.82,2277.31,20.53,47.51,3.01,1.68,Sugarcane,73.72,9.26,1,72.48,2.11,1,1,2019
Karnataka,Rice,34.88,1017.78,240.29,5697.45,7.53,40.37,4.22,9.66,Rice,299.21,4.63,1,77.75,12.91,0,0,2019
Andhra Pradesh,Soybean,38.21,1105.68,364.4,3014.02,34.56,52.76,6.4,10.28,Rice,116.96,0.0,1,64.82,1.35,1,1,2019
Rajasthan,Sugarcane,32.27,1224.43,221.91,3215.71,25.01,84.65,3.61,16.58,Maize,262.81,7.4,1,64.8,16.55,1,0,2019
West Bengal,Rice,28.19,749.79,343.07,4983.27,13.57,66.92,3.57,8.88,Wheat,91.39,4.63,1,89.04,13.38,0,0,2019
Odisha,Rice,28.61,616.36,393.11,3064.1,22.59,54.72,5.05,11.42,Soybean,232.84,8.33,0,82.79,6.06,1,1,2019
Chhattisgarh,Maize,34.35,641.29,445.74,5859.61,8.29,86.06,6.24,10.54,Wheat,181.11,0.0,1,81.35,6.55,0,1,2019
Tamil Nadu,Sugarcane,20.32,1073.04,242.18,4883.46,34.0,32.91,6.56,0.76,Sugarcane,295.23,0.0,1,78.1,9.14,1,0,2019
Chhattisgarh,Wheat,32.81,1189.15,384.86,4242.98,10.25,42.62,3.89,12.3,Soybean,188.21,6.48,1,99.06,6.52,0,0,2019
Haryana,Soybean,27.46,481.12,192.16,5535.19,24.46,63.95,3.4,16.56,Soybean,56.25,4.63,0,61.99,14.14,0,0,2019
Chhattisgarh,Wheat,36.34,692.17,461.97,1745.67,12.37,66.93,7.7,3.15,Rice,200.97,6.48,0,67.23,17.59,0,1,2019
Chhattisgarh,Sugarcane,22.14,1284.08,102.71,2691.38,26.55,32.37,4.3,11.89,Sugarcane,86.33,6.48,0,85.9,10.55,0,0,2019
Maharashtra,Rice,32.17,1177.91,317.91,3639.45,28.33,54.18,7.27,11.87,Rice,249.64,9.26,1,65.45,8.05,0,0,2019
Telangana,Rice,30.0,1376.51,338.75,2554.24,25.22,68.95,7.32,3.28,Rice,264.14,6.48,1,83.58,4.02,0,1,2019
Karnataka,Sugarcane,33.27,1119.45,349.38,4910.71,23.45,71.88,6.86,2.47,Maize,170.52,8.33,0,82.71,11.79,1,1,2019
Madhya Pradesh,Rice,21.57,716.98,137.95,5709.84,31.8,68.29,3.84,19.6,Rice,245.81,5.55,0,98.84,12.37,0,1,2019
Chhattisgarh,Rice,32.0,937.07,442.68,3451.34,7.36,49.23,7.11,7.87,Wheat,86.28,5.55,1,95.34,12.37,1,0,2019
Uttar Pradesh,Rice,31.63,1015.52,160.6,3079.18,14.94,35.61,6.85,4.55,Soybean,173.02,8.33,1,97.82,0.49,0,0,2019
Karnataka,Soybean,31.61,366.13,325.07,5902.87,12.46,55.63,5.98,3.43,Rice,148.49,2.78,1,64.54,16.23,1,1,2019
West Bengal,Soybean,32.48,885.63,176.05,3547.44,34.67,37.73,4.69,13.35,Wheat,202.83,7.4,0,94.73,6.1,0,0,2019
Gujarat,Maize,33.96,1069.37,207.54,3748.92,16.69,86.86,4.31,12.19,Sugarcane,61.12,0.93,1,65.16,13.43,0,0,2019
Uttar Pradesh,Wheat,36.56,465.19,296.65,3122.57,27.0,58.51,3.61,12.87,Soybean,238.03,9.26,1,85.32,13.71,1,1,2019
Madhya Pradesh,Sugarcane,25.72,1148.86,248.5,5665.81,25.56,49.04,5.55,1.76,Sugarcane,69.78,7.4,0,88.8,11.74,0,1,2019
Andhra Pradesh,Sugarcane,36.97,929.42,152.79,4113.18,11.37,75.98,5.93,17.87,Wheat,214.12,8.33,0,66.43,7.13,0,0,2019
Haryana,Sugarcane,30.35,1340.13,156.78,4993.99,12.18,59.88,4.8,7.79,Sugarcane,54.61,1.85,0,85.31,10.98,0,1,2019
Bihar,Maize,21.82,325.97,248.86,5220.24,13.45,48.6,5.38,6.27,Sugarcane,257.97,0.93,1,62.1,0.73,0,1,2019
Rajasthan,Soybean,21.44,574.44,375.17,3077.89,17.35,78.72,4.82,9.25,Sugarcane,93.67,2.78,0,71.73,13.75,1,0,2019
Haryana,Maize,27.03,949.24,427.57,3496.58,12.04,82.03,6.21,7.8,Rice,178.87,3.7,0,96.85,1.8,0,0,2019
Tamil Nadu,Sugarcane,36.15,609.26,124.45,5387.39,5.59,70.38,7.51,17.27,Rice,115.37,0.93,1,66.87,7.16,1,0,2019
Punjab,Wheat,34.59,1075.05,239.53,3175.47,31.41,32.82,3.82,18.59,Rice,230.66,0.0,1,62.61,1.87,0,0,2019
Haryana,Rice,36.23,1124.75,130.45,5138.77,33.99,63.98,4.91,6.07,Soybean,130.34,8.33,0,77.75,15.11,0,0,2019
Maharashtra,Soybean,30.73,392.95,99.29,5809.15,15.26,75.8,3.7,17.28,Wheat,231.15,9.26,1,94.02,9.93,0,0,2019
West Bengal,Soybean,29.17,851.48,339.58,4360.51,15.17,38.19,6.12,15.63,Rice,121.22,3.7,0,63.07,12.47,0,1,2019
Telangana,Maize,23.24,845.94,317.5,4900.32,5.22,43.72,6.64,18.62,Sugarcane,238.12,7.4,1,74.22,12.32,1,1,2019
Karnataka,Soybean,26.9,690.32,153.83,5189.66,25.43,82.95,7.66,4.92,Sugarcane,57.65,3.7,1,95.99,15.19,0,1,2019
Haryana,Sugarcane,29.05,1318.62,180.2,5371.74,29.79,31.21,4.39,11.54,Sugarcane,120.83,9.26,0,64.73,2.39,0,0,2019
Gujarat,Sugarcane,22.05,1201.11,101.95,3320.43,9.41,75.16,7.75,5.49,Sugarcane,174.66,8.33,0,72.43,11.91,0,0,2019
Maharashtra,Maize,24.72,1055.86,404.1,1753.23,9.8,58.43,3.32,16.48,Maize,61.26,7.4,0,91.14,10.38,1,0,2019
Bihar,Sugarcane,32.37,1074.95,456.15,3351.53,28.72,56.81,6.02,0.11,Soybean,96.51,8.33,1,81.73,0.56,1,0,2019
Gujarat,Wheat,35.16,793.36,143.57,4590.93,23.51,30.43,3.29,11.3,Wheat,283.63,4.63,0,93.29,3.64,1,0,2019
Karnataka,Maize,40.48,1305.32,179.33,3572.51,6.35,79.16,7.47,6.78,Wheat,294.21,1.85,1,64.46,4.83,1,1,2019
West Bengal,Wheat,39.16,1052.95,416.56,4933.76,23.69,51.59,5.65,6.45,Rice,234.94,2.78,1,96.82,1.31,0,0,2019
Andhra Pradesh,Rice,33.27,1091.28,438.19,3146.88,14.28,62.45,6.35,12.9,Maize,113.05,2.78,0,97.4,6.4,0,1,2019
Andhra Pradesh,Wheat,28.79,1239.21,249.41,4413.09,16.07,70.64,7.16,17.03,Wheat,115.13,0.0,1,66.21,0.49,1,0,2019
Haryana,Rice,33.14,584.19,111.97,2369.35,28.11,72.16,3.75,12.18,Soybean,211.45,1.85,1,61.36,9.98,0,1,2019
Haryana,Rice,36.17,1178.33,107.79,4935.62,29.35,87.36,3.19,17.06,Sugarcane,79.4,1.85,0,99.59,3.82,0,1,2019
Chhattisgarh,Wheat,22.65,496.31,306.89,4007.15,17.02,61.88,7.39,5.29,Rice,287.08,0.0,1,79.29,5.18,1,1,2019
Bihar,Maize,28.56,663.63,239.45,2449.79,33.44,53.98,4.57,10.39,Soybean,106.2,7.4,1,82.88,16.43,0,1,2019
Madhya Pradesh,Sugarcane,37.27,652.79,103.79,2850.24,17.21,87.22,3.64,9.01,Wheat,299.91,9.26,0,84.64,9.08,1,1,2019
Bihar,Sugarcane,28.03,1369.45,310.35,4932.15,28.18,68.53,5.34,0.23,Maize,173.93,0.0,0,91.59,4.86,1,1,2019
Tamil Nadu,Rice,31.84,1233.47,97.32,3719.53,19.53,47.89,5.99,11.14,Rice,242.86,7.4,1,92.48,10.8,1,1,2019
Rajasthan,Rice,32.16,1060.28,386.38,2504.34,31.95,37.59,3.15,13.23,Wheat,50.55,0.0,1,67.76,3.64,1,0,2019
Punjab,Maize,23.99,1089.14,207.25,5928.95,32.26,80.55,4.37,11.84,Rice,272.19,0.93,1,69.47,1.34,1,0,2019
Rajasthan,Soybean,27.59,905.23,108.11,4779.51,7.63,51.73,3.16,14.73,Wheat,117.5,0.93,1,95.07,0.38,1,1,2019
Haryana,Wheat,27.03,1334.41,312.25,5882.74,33.12,69.63,5.1,11.43,Sugarcane,216.98,4.63,0,92.78,17.17,0,0,2019
Bihar,Rice,20.79,831.86,241.24,3466.54,29.79,58.25,7.48,1.34,Maize,251.59,5.55,1,84.7,13.08,0,0,2019
Madhya Pradesh,Sugarcane,20.75,702.84,455.82,3685.33,28.76,41.94,7.91,2.33,Sugarcane,91.04,9.26,1,99.79,14.44,0,1,2019
Andhra Pradesh,Maize,37.1,460.41,295.81,5612.96,11.04,66.1,6.19,11.93,Wheat,160.63,0.0,1,89.41,17.7,1,0,2019
Chhattisgarh,Wheat,25.79,1155.07,195.63,3913.03,29.18,33.64,3.81,5.5,Soybean,173.46,1.85,1,68.63,16.81,1,1,2019
Gujarat,Maize,30.75,1097.37,357.35,4743.74,30.53,54.8,7.53,1.59,Sugarcane,128.03,0.93,0,93.87,13.3,1,0,2019
Madhya Pradesh,Wheat,26.31,707.12,194.23,2669.09,13.69,62.8,5.58,8.59,Soybean,170.44,6.48,1,76.59,12.53,0,1,2019
Tamil Nadu,Wheat,39.31,306.76,429.91,3555.99,33.59,56.16,3.77,11.09,Wheat,129.39,7.4,0,61.45,6.08,0,0,2019
Telangana,Rice,25.51,1213.92,232.68,2082.3,6.5,74.92,7.61,6.57,Maize,140.19,0.93,0,72.86,1.88,1,1,2019
Chhattisgarh,Maize,28.96,291.41,297.92,2458.52,9.5,79.68,6.79,14.41,Soybean,217.33,0.93,0,90.54,10.35,1,0,2019
West Bengal,Maize,37.93,1063.1,111.95,1523.84,21.14,76.27,6.66,12.88,Wheat,208.15,8.33,0,98.41,10.4,1,0,2019
Tamil Nadu,Sugarcane,37.31,1360.23,251.83,1698.53,22.29,32.33,6.55,6.66,Soybean,108.07,7.4,0,71.05,17.19,1,0,2019
Uttar Pradesh,Sugarcane,24.03,766.54,403.14,5974.59,24.37,41.65,4.0,15.1,Sugarcane,274.37,2.78,1,69.86,7.99,1,1,2019
Tamil Nadu,Rice,36.51,540.61,393.19,2624.33,5.51,62.2,4.06,12.97,Wheat,265.7,3.7,0,82.54,12.47,0,1,2019
West Bengal,Rice,29.54,1064.41,176.66,4543.31,33.84,86.09,6.44,12.75,Sugarcane,177.27,9.26,0,92.47,10.38,1,0,2019
Chhattisgarh,Soybean,30.04,1189.54,177.32,5344.66,6.34,80.1,4.1,11.07,Rice,158.31,7.4,0,89.86,3.19,1,0,2019
Bihar,Sugarcane,22.96,887.79,397.53,4029.78,9.3,80.55,5.19,0.23,Wheat,144.21,4.63,1,82.4,10.69,1,1,2019
Maharashtra,Wheat,21.89,1356.64,439.65,2217.66,5.42,48.19,6.91,13.93,Soybean,226.82,8.33,0,85.26,9.75,1,0,2019
Karnataka,Maize,35.0,336.27,128.63,4838.73,22.02,55.77,6.92,7.52,Rice,217.92,7.4,1,69.68,8.91,0,0,2019
Chhattisgarh,Rice,30.31,841.38,260.74,4255.85,32.99,58.24,5.27,18.85,Sugarcane,99.05,7.4,0,77.3,9.27,1,1,2019
West Bengal,Maize,29.1,1079.55,218.8,4853.02,25.0,39.44,6.96,16.36,Sugarcane,217.86,5.55,0,70.21,2.96,1,1,2019
Tamil Nadu,Maize,35.03,1240.27,417.41,5028.51,29.7,31.86,7.19,11.75,Soybean,113.11,8.33,1,95.38,8.37,1,0,2019
Haryana,Soybean,35.76,478.5,124.22,5966.05,5.4,86.81,6.27,5.04,Rice,54.64,7.4,1,64.5,10.93,0,1,2019
Andhra Pradesh,Sugarcane,23.47,1170.45,171.75,4134.19,21.28,44.44,4.14,4.07,Maize,224.8,3.7,1,87.19,8.83,1,0,2019
Madhya Pradesh,Rice,32.62,894.79,373.38,3076.94,18.8,44.4,4.37,6.81,Soybean,211.2,3.7,0,70.41,8.82,0,0,2019
Odisha,Maize,23.0,720.72,112.22,4475.63,19.98,35.0,4.57,9.53,Sugarcane,152.7,6.48,1,79.02,1.4,1,1,2019
Madhya Pradesh,Rice,35.48,425.5,276.56,1831.53,7.17,85.71,3.58,5.92,Wheat,181.42,8.33,1,71.98,3.44,1,0,2019
Bihar,Wheat,33.56,1243.23,257.78,5610.42,25.55,64.78,4.37,10.3,Rice,286.79,2.78,1,72.93,5.79,1,1,2019
Madhya Pradesh,Soybean,39.63,453.99,217.67,2063.75,20.11,70.02,4.05,3.31,Maize,198.8,7.4,1,70.42,7.57,1,1,2019
Andhra Pradesh,Wheat,21.65,624.0,240.08,3014.04,27.98,84.69,5.28,19.55,Wheat,214.47,5.55,1,90.11,10.72,1,0,2019
Gujarat,Rice,21.41,601.99,290.5,5238.2,19.57,50.74,7.54,2.16,Rice,65.98,5.55,0,74.63,15.58,1,1,2019
Telangana,Rice,25.97,1250.05,153.22,4242.45,9.49,67.29,3.52,18.64,Soybean,91.5,1.85,1,89.05,2.87,1,0,2019
Karnataka,Sugarcane,25.56,1028.55,306.16,3313.97,24.47,32.33,6.6,18.27,Soybean,125.24,2.78,0,78.24,0.27,1,1,2019
West Bengal,Maize,25.26,1166.75,393.11,3677.74,10.18,41.21,6.44,10.51,Rice,184.84,5.55,1,81.89,8.11,1,0,2019
Chhattisgarh,Maize,38.61,557.88,376.24,5415.08,31.2,79.87,3.48,14.5,Maize,244.15,9.26,1,81.73,7.8,0,1,2019
Tamil Nadu,Wheat,25.31,975.23,150.44,3069.48,23.41,76.01,7.61,8.72,Rice,130.31,9.26,0,99.03,9.96,0,0,2019
Gujarat,Soybean,25.76,916.01,148.7,5483.93,9.72,51.04,5.84,12.6,Wheat,139.1,3.7,0,74.68,15.04,0,0,2019
Tamil Nadu,Maize,35.64,1207.04,193.0,1921.31,33.9,52.61,4.82,6.81,Wheat,114.04,1.85,0,68.31,14.48,0,1,2019
Odisha,Sugarcane,29.37,1288.7,227.6,5060.65,20.57,62.01,6.78,6.02,Soybean,113.65,0.0,0,96.47,1.81,1,0,2019
Madhya Pradesh,Wheat,35.99,292.23,245.25,5383.17,7.19,30.01,4.29,11.56,Rice,287.22,5.55,1,66.99,16.86,1,0,2019
Tamil Nadu,Wheat,21.58,1030.01,346.27,2348.37,23.82,44.47,6.47,9.96,Soybean,208.86,4.63,0,93.38,1.99,0,0,2019
Telangana,Sugarcane,30.13,336.46,114.23,3481.32,12.61,42.49,3.2,11.59,Maize,88.98,8.33,1,66.01,11.45,0,0,2019
Andhra Pradesh,Soybean,20.94,890.5,106.03,2273.98,29.13,45.03,7.2,5.73,Wheat,230.56,5.55,1,86.35,12.14,0,0,2019
Maharashtra,Sugarcane,21.52,599.31,239.09,4740.67,29.56,78.35,5.24,7.34,Sugarcane,230.51,0.93,1,66.02,12.27,0,0,2019
Telangana,Soybean,38.62,620.64,352.78,3959.98,34.4,46.78,6.18,1.68,Sugarcane,216.62,2.78,0,96.92,4.79,1,1,2019
Tamil Nadu,Sugarcane,23.08,672.12,165.16,4415.73,20.07,41.49,4.11,1.05,Rice,83.68,0.93,0,82.6,5.96,0,1,2019
Telangana,Sugarcane,31.04,971.24,332.05,2415.24,18.66,60.26,6.39,5.07,Rice,152.0,6.48,0,73.17,9.9,1,1,2019
Gujarat,Rice,28.58,651.05,189.89,2484.8,27.63,81.94,6.86,1.48,Sugarcane,76.69,5.55,1,65.61,3.6,1,1,2019
West Bengal,Wheat,27.29,1095.43,423.15,1708.71,8.98,44.48,5.37,2.08,Rice,254.16,0.0,0,74.85,0.37,1,0,2019
Karnataka,Sugarcane,38.48,729.61,426.72,2987.72,21.42,34.71,6.09,16.26,Wheat,213.79,0.93,0,88.2,10.15,0,0,2019
Haryana,Sugarcane,20.7,354.87,203.84,4071.19,21.4,51.38,5.28,0.78,Maize,176.8,0.93,1,75.4,8.4,0,1,2019
Madhya Pradesh,Maize,33.7,1152.34,178.78,5430.52,7.69,74.86,7.47,13.18,Maize,135.75,2.78,0,69.84,11.85,1,0,2019
Uttar Pradesh,Wheat,39.77,597.22,246.31,4559.8,17.55,63.04,5.49,5.45,Soybean,96.06,1.85,1,83.1,2.65,0,1,2019
West Bengal,Maize,31.6,761.09,182.7,3504.34,30.62,79.01,7.21,17.43,Wheat,76.61,0.0,0,76.71,15.18,0,0,2019
Maharashtra,Wheat,39.23,1042.75,343.55,5864.44,30.71,87.58,7.01,9.7,Rice,292.31,0.93,0,66.63,2.64,1,0,2019
Punjab,Maize,21.31,649.27,400.79,4798.29,7.98,77.56,5.05,6.11,Rice,99.91,9.26,0,66.16,16.09,1,1,2019
Tamil Nadu,Sugarcane,28.74,341.75,343.81,5759.79,7.73,66.23,4.15,10.35,Soybean,64.97,7.4,0,88.3,8.11,0,0,2019
Chhattisgarh,Sugarcane,25.53,695.49,400.15,3924.6,12.89,59.6,5.03,7.64,Soybean,290.42,0.0,0,98.99,9.92,1,1,2019
Tamil Nadu,Rice,35.06,1331.46,240.98,2699.78,31.27,32.4,7.13,11.29,Rice,187.24,7.4,1,69.32,16.18,0,1,2019
Bihar,Maize,40.13,994.03,151.34,1760.35,8.87,89.06,4.14,2.29,Rice,249.16,5.55,0,90.93,5.41,0,1,2019
Karnataka,Soybean,25.45,1027.18,367.97,4829.47,26.62,53.01,5.62,19.94,Wheat,60.94,0.93,0,63.5,3.28,1,0,2019
Chhattisgarh,Rice,33.51,983.49,227.38,2072.51,8.04,39.13,7.03,8.51,Soybean,191.74,0.93,0,75.26,8.05,1,0,2019
Karnataka,Maize,24.27,500.5,343.14,2899.77,23.71,70.0,4.77,6.96,Wheat,149.55,3.7,0,80.27,4.41,0,1,2019
Odisha,Maize,31.71,745.0,193.92,3946.86,15.69,47.06,6.21,14.2,Rice,242.99,3.7,0,70.75,9.53,1,0,2019
Haryana,Rice,29.65,1115.76,123.37,4092.49,28.69,65.15,4.23,7.28,Sugarcane,59.61,2.78,0,81.18,4.97,0,1,2019
Madhya Pradesh,Sugarcane,39.94,391.68,462.81,4257.36,12.02,65.21,3.55,16.67,Sugarcane,150.42,8.33,0,95.3,15.6,1,1,2019
Uttar Pradesh,Maize,32.58,588.4,151.29,2277.43,24.19,56.74,6.97,9.09,Rice,249.77,8.33,1,97.78,10.96,0,0,2019
Uttar Pradesh,Sugarcane,27.33,586.69,461.26,3250.61,12.08,80.17,3.49,14.39,Soybean,180.67,1.85,1,64.02,0.0,1,1,2019
Telangana,Rice,22.57,760.25,457.11,4333.08,26.43,45.9,4.36,2.15,Sugarcane,187.51,2.78,0,70.87,14.54,0,0,2019
Andhra Pradesh,Sugarcane,23.32,1371.51,388.78,5940.56,31.23,56.92,7.28,16.92,Soybean,74.29,8.33,1,99.17,5.96,0,0,2019
Odisha,Wheat,24.82,353.92,338.72,4836.52,8.81,62.26,4.73,14.71,Sugarcane,83.08,2.78,0,70.82,5.78,1,0,2019
Madhya Pradesh,Soybean,25.34,856.88,308.32,5725.32,31.02,69.82,7.87,4.23,Soybean,219.25,0.93,1,87.71,6.91,0,1,2019
Madhya Pradesh,Maize,37.49,478.62,415.7,4994.16,22.83,77.04,7.9,2.91,Sugarcane,218.76,3.7,0,70.14,11.38,0,1,2019
Maharashtra,Soybean,31.62,1360.7,200.92,4216.94,8.82,53.69,4.34,6.33,Soybean,294.78,3.7,0,74.25,7.98,0,0,2019
Chhattisgarh,Sugarcane,30.86,404.98,267.31,2394.89,17.84,68.76,3.2,19.52,Wheat,227.99,3.7,1,67.65,11.35,0,0,2019
Rajasthan,Maize,22.58,728.58,323.81,4558.69,9.83,39.04,6.53,5.14,Soybean,173.31,9.26,0,94.25,2.65,0,1,2019
Maharashtra,Sugarcane,37.68,1101.21,246.27,4361.28,26.03,85.96,5.25,9.12,Wheat,264.33,9.26,1,95.31,17.51,1,0,2019
Tamil Nadu,Wheat,34.9,1064.05,252.34,4265.96,27.79,52.98,3.5,0.6,Wheat,76.12,8.33,0,71.88,13.17,0,0,2019
Punjab,Rice,21.63,749.9,216.13,3752.28,8.18,73.77,6.54,7.94,Rice,162.32,0.0,0,92.94,4.52,0,1,2019
Madhya Pradesh,Maize,34.59,664.95,303.27,3929.47,20.2,31.22,3.16,11.43,Wheat,121.78,4.63,0,74.33,13.07,0,1,2019
Uttar Pradesh,Wheat,31.27,721.9,409.92,3044.13,29.46,42.31,7.35,19.06,Maize,76.16,9.26,0,63.96,10.38,1,1,2019
Haryana,Wheat,21.91,573.27,168.18,3886.88,33.11,59.22,3.69,10.33,Wheat,240.88,0.93,1,90.32,1.97,1,0,2019
Karnataka,Maize,29.54,507.56,441.15,2420.12,20.42,82.7,3.64,16.38,Soybean,177.7,5.55,0,83.86,3.22,0,1,2019
Punjab,Sugarcane,30.07,817.13,349.77,5190.01,33.53,61.64,3.88,10.94,Wheat,189.19,2.78,1,70.98,0.75,0,1,2019
Haryana,Wheat,23.61,578.02,399.75,2366.42,21.09,85.79,7.8,0.82,Soybean,152.81,3.7,1,70.12,14.61,1,1,2019
Telangana,Soybean,39.41,599.11,300.27,1906.86,16.84,59.03,6.47,6.3,Soybean,165.08,3.7,0,99.02,9.96,1,1,2019
Uttar Pradesh,Wheat,37.47,1010.77,383.45,3508.21,30.47,59.43,7.01,11.51,Maize,79.0,3.7,0,94.5,5.72,0,1,2019
Uttar Pradesh,Sugarcane,33.81,1358.32,99.15,4520.5,19.8,37.18,4.99,19.01,Wheat,218.23,0.93,1,92.39,2.28,1,1,2019
Punjab,Sugarcane,29.62,951.56,397.93,3514.92,19.17,78.16,4.68,17.18,Wheat,158.11,3.7,1,65.12,8.74,0,1,2019
Karnataka,Soybean,28.6,364.49,108.07,2781.15,19.72,44.82,4.17,4.57,Sugarcane,254.19,1.85,0,90.21,9.48,0,0,2019
Bihar,Wheat,33.44,362.93,424.57,4064.02,30.43,83.98,5.4,4.4,Sugarcane,99.07,2.78,1,68.58,12.67,0,1,2019
Odisha,Sugarcane,31.3,1339.24,462.58,3101.38,29.98,84.65,5.76,4.02,Rice,101.26,0.93,1,99.1,17.51,1,0,2019
Odisha,Maize,21.52,610.07,202.64,5772.11,17.12,86.6,6.16,18.45,Soybean,211.44,2.78,1,62.08,7.85,0,0,2019
